"Type","Strain","Media","Outflow Well","name","sample","Description","generation","Population","Parent","Frequency"
"1_copy_ctrl","DGY500","glutamine-limited","D03","Experiment_045-Plate_001-1 copy control-D3 DGY500.fcs","ctrl1","1 copy control","211","zero_copy","Single_cells",1.47331774377903
"1_copy_ctrl","DGY500","glutamine-limited","D03","Experiment_045-Plate_001-1 copy control-D3 DGY500.fcs","ctrl1","1 copy control","211","one_copy","Single_cells",97.4979813973973
"1_copy_ctrl","DGY500","glutamine-limited","D03","Experiment_045-Plate_001-1 copy control-D3 DGY500.fcs","ctrl1","1 copy control","211","two_copy","Single_cells",0.320879166972516
"1_copy_ctrl","DGY500","glutamine-limited","D03","Experiment_045-Plate_001-1 copy control-D3 DGY500.fcs","ctrl1","1 copy control","211","multi_copy","Single_cells",0
"Experimental","DGY2150","glutamine-limited","A10","Experiment_045-Plate_001-Experimental-A10 gap1_ars_7.fcs","gap1_ars_7","GAP1 ARS KO","211","zero_copy","Single_cells",1.95645578096065
"Experimental","DGY2150","glutamine-limited","A10","Experiment_045-Plate_001-Experimental-A10 gap1_ars_7.fcs","gap1_ars_7","GAP1 ARS KO","211","one_copy","Single_cells",0.942655967190132
"Experimental","DGY2150","glutamine-limited","A10","Experiment_045-Plate_001-Experimental-A10 gap1_ars_7.fcs","gap1_ars_7","GAP1 ARS KO","211","two_copy","Single_cells",65.6406608007868
"Experimental","DGY2150","glutamine-limited","A10","Experiment_045-Plate_001-Experimental-A10 gap1_ars_7.fcs","gap1_ars_7","GAP1 ARS KO","211","multi_copy","Single_cells",33.1906968958266
"Experimental","DGY2071","glutamine-limited","A04","Experiment_045-Plate_001-Experimental-A4 gap1_all_1.fcs","gap1_all_1","GAP1 LTR + ARS KO","211","zero_copy","Single_cells",2.15105831208101
"Experimental","DGY2071","glutamine-limited","A04","Experiment_045-Plate_001-Experimental-A4 gap1_all_1.fcs","gap1_all_1","GAP1 LTR + ARS KO","211","one_copy","Single_cells",0.189387825375816
"Experimental","DGY2071","glutamine-limited","A04","Experiment_045-Plate_001-Experimental-A4 gap1_all_1.fcs","gap1_all_1","GAP1 LTR + ARS KO","211","two_copy","Single_cells",32.475707783194
"Experimental","DGY2071","glutamine-limited","A04","Experiment_045-Plate_001-Experimental-A4 gap1_all_1.fcs","gap1_all_1","GAP1 LTR + ARS KO","211","multi_copy","Single_cells",64.4413597185008
"Experimental","DGY2071","glutamine-limited","A06","Experiment_045-Plate_001-Experimental-A6 gap1_all_3.fcs","gap1_all_3","GAP1 LTR + ARS KO","211","zero_copy","Single_cells",2.58113614383334
"Experimental","DGY2071","glutamine-limited","A06","Experiment_045-Plate_001-Experimental-A6 gap1_all_3.fcs","gap1_all_3","GAP1 LTR + ARS KO","211","one_copy","Single_cells",4.36002726998874
"Experimental","DGY2071","glutamine-limited","A06","Experiment_045-Plate_001-Experimental-A6 gap1_all_3.fcs","gap1_all_3","GAP1 LTR + ARS KO","211","two_copy","Single_cells",35.8505224105402
"Experimental","DGY2071","glutamine-limited","A06","Experiment_045-Plate_001-Experimental-A6 gap1_all_3.fcs","gap1_all_3","GAP1 LTR + ARS KO","211","multi_copy","Single_cells",66.2676581104434
"Experimental","DGY2071","glutamine-limited","A08","Experiment_045-Plate_001-Experimental-A8 gap1_all_5.fcs","gap1_all_5","GAP1 LTR + ARS KO","211","zero_copy","Single_cells",2.87499869365745
"Experimental","DGY2071","glutamine-limited","A08","Experiment_045-Plate_001-Experimental-A8 gap1_all_5.fcs","gap1_all_5","GAP1 LTR + ARS KO","211","one_copy","Single_cells",19.760260014422
"Experimental","DGY2071","glutamine-limited","A08","Experiment_045-Plate_001-Experimental-A8 gap1_all_5.fcs","gap1_all_5","GAP1 LTR + ARS KO","211","two_copy","Single_cells",75.9047728531566
"Experimental","DGY2071","glutamine-limited","A08","Experiment_045-Plate_001-Experimental-A8 gap1_all_5.fcs","gap1_all_5","GAP1 LTR + ARS KO","211","multi_copy","Single_cells",0.104507404349598
"Experimental","DGY2071","glutamine-limited","B05","Experiment_045-Plate_001-Experimental-B5 gap1_all_2.fcs","gap1_all_2","GAP1 LTR + ARS KO","211","zero_copy","Single_cells",3.59805067634244
"Experimental","DGY2071","glutamine-limited","B05","Experiment_045-Plate_001-Experimental-B5 gap1_all_2.fcs","gap1_all_2","GAP1 LTR + ARS KO","211","one_copy","Single_cells",1.97361429504016
